Rooms,Type,Price,Method,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea,YearBuilt,CouncilArea,Lattitude,Longtitude,Regionname,Propertycount
2,1,2120000,2,3.3,3206,2,1,1,199,107,1900,25,-37.8422,144.9554,6,3280
3,1,1800000,2,3.3,3206,3,2,1,90,122,1900,25,-37.8421,144.9571,6,3280
3,1,2615000,2,3.3,3206,3,2,1,177,181,1880,25,-37.8415,144.9585,6,3280
3,1,1370000,2,3.3,3206,3,2,2,0,85,2000,25,-37.8451,144.9511,6,3280
2,1,1322500,2,3.3,3206,2,1,0,149,98,1890,25,-37.8443,144.9481,6,3280
2,1,1562500,2,3.3,3206,2,1,0,141,83,1890,25,-37.8424,144.9562,6,3280
3,1,2000000,5,3.3,3206,3,2,1,211,147,1900,25,-37.847,144.9575,6,3280
3,1,3010000,2,3.3,3206,3,2,0,147,146,1890,25,-37.8473,144.9551,6,3280
4,1,2800000,5,3.3,3206,4,3,1,327,254,1910,25,-37.8467,144.9475,6,3280
3,1,2100000,4,3.3,3206,2,1,1,120,123,1900,25,-37.8427,144.9546,6,3280
3,1,2000000,1,3.3,3206,3,1,1,238,131,1890,25,-37.8461,144.9528,6,3280
1,3,442500,2,3.3,3206,1,1,0,0,34,1970,25,-37.8421,144.9517,6,3280
4,1,4735000,2,3.3,3206,4,2,1,330,207,1910,25,-37.8477,144.9558,6,3280
4,1,2140000,2,3.3,3206,3,2,1,183,145,1880,25,-37.8434,144.9495,6,3280
2,1,980000,2,3.3,3206,2,1,0,79,68,1890,25,-37.8387,144.9519,6,3280
3,1,1740000,1,3.3,3206,3,2,2,147,134,1890,25,-37.8448,144.9453,6,3280
1,1,985000,2,3.3,3206,1,1,0,81,54,1900,25,-37.8411,144.9497,6,3280
4,1,2000000,2,6.4,3078,3,2,4,853,263,1930,7,-37.7707,145.0318,3,2211
4,1,1717500,2,6.4,3078,4,2,1,599,203,1925,7,-37.7717,145.031,3,2211
5,1,2840000,2,6.4,3078,5,4,4,809,165,1910,7,-37.775,145.0268,3,2211
2,3,525500,2,6.4,3078,2,1,1,88,60,1960,7,-37.7791,145.0306,3,2211
2,2,805000,2,6.4,3078,2,2,3,155,140,2004,7,-37.7804,145.0308,3,2211
4,1,1830000,2,6.4,3078,4,2,2,606,112,1970,7,-37.7743,145.0316,3,2211
4,1,2100000,2,6.4,3078,4,2,2,575,271,2008,7,-37.7723,145.0319,3,2211
3,1,865000,4,6.4,3078,3,1,1,180,131,2010,7,-37.7802,145.0243,3,2211
2,3,390000,5,6.4,3078,2,1,1,0,60,1960,7,-37.7773,145.0314,3,2211
2,3,512000,2,6.4,3078,2,1,1,0,61,1965,7,-37.7805,145.0262,3,2211
4,1,1900000,4,6.4,3078,4,2,2,556,272,1930,30,-37.7844,145.0225,3,2211
4,1,1950000,2,6.4,3078,4,2,3,589,210,1920,7,-37.7719,145.0309,3,2211
3,1,520000,5,13.8,3018,3,2,1,352,242,2015,11,-37.87,144.825,7,5301
5,1,1525000,2,13.8,3018,5,3,3,729,268,2005,11,-37.8721,144.8105,7,5301
2,2,720000,2,13.8,3018,2,1,2,292,125,2013,11,-37.8687,144.8197,7,5301
3,1,1120000,2,13.8,3018,3,1,2,506,120,1930,11,-37.8693,144.8375,7,5301
4,1,1780000,4,13.8,3018,4,3,6,1057,220,1962,11,-37.8681,144.819,7,5301
3,3,630000,2,13.8,3018,2,1,2,311,94,1955,11,-37.8702,144.8143,7,5301
3,1,660000,5,13.8,3018,3,1,1,602,123,1955,11,-37.8616,144.8116,7,5301
2,3,580000,2,13.8,3018,2,1,1,225,93,1988,11,-37.8696,144.827,7,5301
3,1,1335000,2,13.8,3018,3,1,4,777,22,1953,11,-37.8697,144.8249,7,5301
2,3,510000,2,13.8,3018,2,1,1,127,76,1990,11,-37.8686,144.8182,7,5301
2,3,425000,2,13.8,3018,2,1,2,115,57,1980,11,-37.871,144.8185,7,5301
2,3,391000,4,13.8,3018,2,1,1,0,65,1965,11,-37.8678,144.8384,7,5301
4,1,845000,2,13.8,3018,4,1,2,745,130,1950,11,-37.8658,144.8155,7,5301
3,3,730000,4,13.8,3018,3,2,1,69,141,2014,11,-37.868,144.8286,7,5301
2,3,447000,2,13.8,3018,2,1,1,137,77,1990,11,-37.8655,144.8299,7,5301
3,1,678000,2,13.8,3018,3,1,2,606,87,1950,11,-37.8608,144.8124,7,5301
2,3,580000,1,13.8,3018,2,2,1,175,76,2013,11,-37.8687,144.8268,7,5301
3,1,840000,4,13.8,3018,3,2,2,534,136,1965,11,-37.86,144.8245,7,5301
3,3,577000,2,13.8,3018,3,2,1,205,113,2007,11,-37.8684,144.815,7,5301
2,1,857000,4,13.8,3018,2,2,1,675,100,1950,11,-37.8653,144.8129,7,5301
3,3,730000,4,13.8,3018,3,2,1,70,3,2014,11,-37.868,144.8285,7,5301
2,1,535600,4,13.8,3018,2,1,1,154,91,1996,11,-37.8646,144.8272,7,5301
5,1,1085000,2,11.1,3025,5,3,6,592,251,1965,11,-37.8388,144.8567,7,5132
3,1,781000,2,11.1,3025,3,1,2,533,117,1970,11,-37.8291,144.835,7,5132
2,2,421000,2,11.1,3025,2,1,1,77,77,2009,11,-37.8351,144.8529,7,5132
3,1,683000,2,11.1,3025,3,1,2,534,167,1967,11,-37.8284,144.8355,7,5132
3,1,720000,5,11.1,3025,3,2,1,0,130,2012,11,-37.8379,144.8583,7,5132
3,1,588000,2,11.1,3025,3,1,1,328,118,1970,11,-37.838,144.8555,7,5132
3,1,710000,1,11.1,3025,3,1,3,540,116,1960,11,-37.8294,144.8378,7,5132
4,1,875000,4,11.1,3025,3,1,4,559,169,1965,11,-37.8448,144.8529,7,5132
3,1,675000,2,11.1,3025,3,2,2,171,109,2012,11,-37.8337,144.8554,7,5132
3,1,708000,2,11.1,3025,3,1,2,585,97,1960,11,-37.8258,144.8523,7,5132
4,1,693000,4,11.1,3025,4,2,4,315,170,2008,11,-37.8391,144.8467,7,5132
3,1,620000,4,11.1,3025,5,2,2,276,100,2010,11,-37.8262,144.8443,7,5132
3,1,728500,2,11.1,3025,3,1,1,531,157,1960,11,-37.8277,144.8385,7,5132
3,1,931000,2,11.1,3025,3,2,1,590,160,1950,11,-37.8382,144.8649,7,5132
3,1,815000,2,11.1,3025,3,2,3,555,130,1960,11,-37.8318,144.8388,7,5132
4,1,1200000,4,11.1,3025,4,1,4,633,158,1960,11,-37.8375,144.8541,7,5132
2,3,292000,2,11.1,3025,2,1,1,153,70,1970,11,-37.8332,144.8649,7,5132
2,3,599000,2,6.3,3143,2,1,1,0,76,1964,26,-37.8543,145.0262,6,4836
3,3,995000,2,6.3,3143,3,2,2,0,100,1998,26,-37.8552,145.016,6,4836
3,2,1205000,2,6.3,3143,3,2,2,101,105,2000,26,-37.854,145.0135,6,4836
3,1,1939000,2,6.3,3143,3,2,2,296,150,1889,26,-37.8614,145.0274,6,4836
3,1,1870000,2,6.3,3143,3,1,1,217,116,1888,26,-37.8592,145.0182,6,4836
3,2,1918000,4,6.3,3143,3,2,2,0,165,1995,26,-37.8537,145.0267,6,4836
3,1,2050000,2,6.3,3143,3,2,1,205,116,1910,26,-37.8574,145.0281,6,4836
3,3,735000,1,6.3,3143,3,2,1,2113,14,1970,26,-37.8543,145.0262,6,4836
1,1,1435000,4,6.3,3143,2,2,1,144,107,1900,26,-37.8564,145.0228,6,4836
1,3,280000,1,6.3,3143,1,1,1,0,38,1975,26,-37.8619,145.0185,6,4836
2,3,592500,2,6.3,3143,2,1,1,0,73,1970,26,-37.8574,145.0174,6,4836
2,1,1210000,2,6.3,3143,2,1,0,249,96,1910,26,-37.8543,145.016,6,4836
4,1,2801000,2,6.3,3143,4,2,2,624,222,1900,26,-37.8536,145.0173,6,4836
3,1,1800000,1,6.3,3143,3,2,2,405,121,1910,26,-37.8545,145.0145,6,4836
4,1,2200000,1,6.3,3143,4,1,2,495,163,1900,26,-37.8613,145.0264,6,4836
6,1,5525000,2,6.3,3143,5,3,4,1491,516,1935,26,-37.8602,145.013,6,4836
1,3,440000,4,6.3,3143,1,1,1,0,53,1970,26,-37.8531,145.0115,6,4836
3,1,1300000,5,6.3,3143,2,1,2,212,106,1900,26,-37.8542,145.0149,6,4836
2,3,704000,4,6.3,3143,2,1,1,0,74,1969,26,-37.8573,145.0186,6,4836
2,3,620000,5,6.3,3143,3,1,1,0,98,1970,26,-37.8596,145.0198,6,4836
3,1,1900000,2,6.3,3143,3,1,2,328,108,1900,26,-37.8559,145.0158,6,4836
2,3,710000,2,6.3,3143,2,1,1,2471,80,1970,26,-37.8573,145.0186,6,4836
2,3,598000,2,6.3,3143,2,1,1,0,88,1970,26,-37.8593,145.0156,6,4836
3,1,1285000,2,6.3,3143,3,1,2,186,80,1920,26,-37.8554,145.0173,6,4836
2,3,520000,2,6.3,3143,1,1,1,0,76,1970,26,-37.8618,145.0183,6,4836
4,1,3625000,2,6.3,3143,4,1,2,709,251,1900,26,-37.8574,145.016,6,4836
4,1,4200000,5,6.3,3143,4,3,3,563,333,2000,26,-37.8582,145.0138,6,4836
3,2,1101000,2,6.3,3143,3,1,2,103,3,2000,26,-37.8542,145.0135,6,4836
3,1,3512500,2,6.3,3143,3,2,2,617,285,1998,26,-37.8557,145.0264,6,4836
3,3,869000,2,6.3,3143,2,1,1,0,91,1940,26,-37.853,145.0264,6,4836
1,3,567000,2,6.3,3143,1,1,1,0,53,2013,26,-37.8549,145.0113,6,4836
3,1,940000,2,5.9,3032,3,1,2,298,108,1920,22,-37.7777,144.9195,7,6567
2,3,467000,4,5.9,3032,2,1,1,0,62,1980,22,-37.7761,144.9201,7,6567
3,1,1380000,4,5.9,3032,3,2,2,277,174,1910,22,-37.7777,144.9221,7,6567
2,3,490000,5,5.9,3032,2,1,1,423,62,1970,22,-37.7736,144.9015,7,6567
4,1,1850000,2,5.9,3032,4,3,1,478,270,1900,22,-37.7729,144.9179,7,6567
3,1,971000,4,5.9,3032,3,2,2,285,128,1900,22,-37.775,144.9091,7,6567
2,1,710000,1,5.9,3032,2,1,1,214,77,1890,22,-37.7776,144.9142,7,6567
6,1,2425000,1,5.9,3032,6,3,2,1014,435,1887,22,-37.7721,144.9184,7,6567
2,1,750000,4,5.9,3032,2,1,1,226,92,1920,22,-37.7745,144.9093,7,6567
2,1,1053000,2,5.9,3032,2,1,1,269,109,1900,22,-37.7748,144.929,7,6567
3,1,1377000,2,5.9,3032,3,1,1,417,168,1900,22,-37.7756,144.9208,7,6567
3,1,970000,2,5.9,3032,3,1,2,350,125,1904,22,-37.7759,144.91,7,6567
2,1,751000,1,5.9,3032,2,1,1,118,79,1890,22,-37.7807,144.9288,7,6567
2,1,950000,4,5.9,3032,2,1,1,173,102,1900,22,-37.7731,144.9206,7,6567
2,3,685000,2,5.9,3032,2,1,2,228,90,1995,22,-37.7718,144.9066,7,6567
3,1,1230000,2,5.9,3032,4,1,2,594,148,1960,22,-37.7819,144.9064,7,6567
2,1,770000,1,5.9,3032,2,1,1,226,87,1900,22,-37.7774,144.9186,7,6567
4,1,890000,4,5.9,3032,4,1,1,300,185,1890,22,-37.7766,144.9143,7,6567
3,1,1440000,2,5.9,3032,3,1,1,487,131,1900,22,-37.7725,144.9146,7,6567
3,1,1000000,1,5.9,3032,3,2,2,440,120,1955,22,-37.7746,144.9031,7,6567
3,1,1435000,2,5.9,3032,3,2,2,532,147,1950,22,-37.7737,144.904,7,6567
1,3,390000,2,5.9,3032,1,1,1,0,58,1972,22,-37.7723,144.9094,7,6567
3,1,1425000,1,5.9,3032,3,2,2,495,139,1920,22,-37.7821,144.9055,7,6567
4,1,1340000,2,5.9,3032,3,2,2,683,232,1978,22,-37.775,144.932,7,6567
3,1,955000,2,5.9,3032,3,1,1,263,117,1910,22,-37.7753,144.9116,7,6567
4,1,1100000,5,5.9,3032,4,2,5,559,195,1920,22,-37.7791,144.9136,7,6567
2,3,432000,2,5.9,3032,2,1,1,0,62,1978,22,-37.773,144.9303,7,6567
4,1,1640000,2,5.9,3032,4,3,2,562,204,1890,22,-37.782,144.903,7,6567
6,1,1430000,2,5.9,3032,4,2,1,461,286,1900,22,-37.78,144.9295,7,6567
2,3,610000,4,5.9,3032,2,1,1,301,104,1995,22,-37.7791,144.914,7,6567
3,1,940000,2,5.9,3032,3,3,1,491,127,1950,22,-37.7727,144.9136,7,6567
3,1,890000,4,5.9,3032,3,1,1,242,110,1920,22,-37.7765,144.9114,7,6567
3,1,1180000,4,5.9,3032,3,2,2,617,149,1930,22,-37.7742,144.906,7,6567
4,1,1480000,2,5.9,3032,4,2,2,597,180,1939,22,-37.7757,144.9088,7,6567
2,2,865000,4,5.9,3032,2,2,1,146,132,2015,22,-37.7713,144.9038,7,6567
2,3,442000,2,5.9,3032,2,1,1,0,62,1975,22,-37.7733,144.9219,7,6567
3,1,1037500,2,5.9,3032,3,1,2,506,110,1920,22,-37.7779,144.9133,7,6567
3,2,1050000,2,5.9,3032,3,2,2,318,160,2013,22,-37.7744,144.9035,7,6567
2,3,440000,2,5.9,3032,2,1,1,0,65,1970,22,-37.7749,144.9137,7,6567
4,1,1430000,2,5.9,3032,4,2,0,418,158,1900,22,-37.7766,144.9187,7,6567
3,1,1130000,2,5.9,3032,3,2,1,272,157,1900,22,-37.7774,144.928,7,6567
3,1,1135000,2,5.9,3032,3,1,1,296,104,1910,22,-37.777,144.9176,7,6567
4,1,950000,1,5.9,3032,4,2,1,298,147,1920,22,-37.7778,144.9131,7,6567
2,3,390000,1,5.9,3032,2,1,1,1957,69,2012,22,-37.7731,144.9074,7,6567
4,1,1345000,2,5.9,3032,4,1,1,552,155,1920,22,-37.7769,144.9138,7,6567
3,1,1381500,2,5.9,3032,3,2,2,416,168,1900,22,-37.7727,144.9055,7,6567
3,1,940000,2,5.9,3032,3,2,2,285,172,2011,22,-37.7778,144.9061,7,6567
3,1,995000,2,5.9,3032,3,2,1,314,177,2010,22,-37.7778,144.9042,7,6567
3,1,786000,2,5.9,3032,3,2,1,576,120,1940,22,-37.7816,144.9217,7,6567
2,1,705000,1,5.9,3032,2,1,3,252,108,1910,22,-37.7825,144.9206,7,6567
2,1,760000,1,5.9,3032,2,1,1,124,77,1900,22,-37.7807,144.9285,7,6567
3,2,1000000,2,5.9,3032,3,2,2,200,144,2003,22,-37.7766,144.9277,7,6567
3,1,1305000,2,5.9,3032,2,1,1,278,166,1900,22,-37.7768,144.9223,7,6567
3,1,1215000,2,5.9,3032,3,1,1,452,175,1960,22,-37.7762,144.9174,7,6567
2,3,545000,2,5.9,3032,2,1,2,194,71,1900,22,-37.7772,144.9118,7,6567
4,1,1705000,2,5.9,3032,4,2,4,598,273,2012,22,-37.7774,144.9104,7,6567
4,1,2650000,2,11,3147,4,3,2,753,399,2015,3,-37.8669,145.0767,6,3052
3,1,1670000,2,11,3147,3,2,2,599,220,1930,3,-37.8673,145.0688,6,3052
3,2,2050000,2,11,3147,3,3,4,310,315,2014,3,-37.874,145.0714,6,3052
3,1,1555000,2,11,3147,3,2,2,731,149,1935,3,-37.8666,145.0676,6,3052
3,1,1100000,1,11,3147,3,3,2,276,178,2004,3,-37.8699,145.0778,6,3052
3,1,1337000,2,11,3147,3,1,2,583,112,1950,3,-37.8685,145.0786,6,3052
8,1,2950000,2,11,3147,9,7,4,1472,618,2009,3,-37.8729,145.0788,6,3052
3,1,1518000,2,11,3147,3,2,2,516,145,1920,3,-37.8675,145.0668,6,3052
3,1,1710000,2,11,3147,3,1,2,806,101,1950,3,-37.8695,145.084,6,3052
3,1,1655000,2,11,3147,3,1,3,780,152,1940,3,-37.8599,145.0815,6,3052
4,1,1550000,5,11,3147,4,2,2,780,180,1938,3,-37.86,145.0817,6,3052
3,1,1662000,2,11,3147,3,2,2,351,228,2006,3,-37.8742,145.07,6,3052
3,1,1665000,2,11,3147,3,2,3,702,145,1945,3,-37.8737,145.0695,6,3052
5,1,3510000,2,11,3147,5,5,2,755,444,2015,3,-37.8598,145.0796,6,3052
3,2,900000,2,11,3147,3,2,2,153,110,1990,3,-37.8655,145.0808,6,3052
5,1,2752000,2,11,3147,6,4,2,1075,390,2010,3,-37.8714,145.073,6,3052
3,1,1500000,5,11,3147,3,2,2,710,139,1945,3,-37.8653,145.0897,6,3052
4,1,1800000,2,11,3147,4,2,4,749,206,1950,3,-37.8669,145.077,6,3052
3,1,1830000,2,11,3147,3,2,3,724,168,1940,3,-37.8619,145.0879,6,3052
3,1,1415000,2,11,3147,3,1,1,605,111,1950,3,-37.8703,145.0774,6,3052
2,1,1440000,1,11,3147,2,1,1,687,104,1940,3,-37.872,145.0692,6,3052
4,2,1250000,5,11,3147,4,2,2,321,199,2007,3,-37.8693,145.08,6,3052
5,1,1600000,2,11,3147,5,3,4,700,266,1950,3,-37.8724,145.0758,6,3052
4,1,1860000,2,11,3147,4,2,3,696,274,2000,3,-37.8711,145.0746,6,3052
4,1,1790000,1,11,3147,4,2,2,514,240,1935,3,-37.8664,145.0772,6,3052
4,1,1950000,2,11,3147,4,2,2,844,278,1940,3,-37.8715,145.0688,6,3052
3,1,1650000,2,11,3147,3,1,1,697,164,1947,3,-37.8636,145.0903,6,3052
4,1,1200000,4,12.2,3147,4,3,2,372,201,2016,21,-37.8716,145.0999,6,2894
2,1,1075000,5,12.2,3147,2,1,2,695,114,1950,21,-37.8694,145.0944,6,2894
4,1,1500000,2,12.2,3147,2,2,2,621,203,2000,21,-37.8647,145.1023,6,2894
2,2,700000,2,12.2,3147,2,1,2,367,110,1970,21,-37.8662,145.109,6,2894
3,1,761000,1,12.2,3147,3,2,4,400,94,1950,21,-37.8675,145.106,6,2894
3,1,1365000,2,12.2,3147,3,1,1,792,792,1950,21,-37.864,145.0972,6,2894
4,1,1100000,5,12.2,3147,3,2,2,803,152,1970,21,-37.8621,145.1126,6,2894
2,3,690000,2,12.2,3147,2,1,1,216,90,2003,21,-37.8711,145.1017,6,2894
3,1,1631000,2,12.2,3147,3,2,3,782,215,1950,21,-37.8621,145.1021,6,2894
4,1,1500000,2,12.2,3147,4,2,1,593,255,1930,21,-37.8655,145.096,6,2894
5,1,1529500,2,12.2,3147,5,3,2,585,317,2000,21,-37.8637,145.1024,6,2894
2,3,600000,2,12.2,3147,2,1,1,153,80,1970,21,-37.8696,145.0962,6,2894
4,1,1240000,2,12.2,3147,4,2,2,766,192,1950,21,-37.8629,145.1097,6,2894
2,3,700000,2,12.2,3147,2,1,2,192,88,2007,21,-37.8709,145.102,6,2894
2,1,1110000,2,12.2,3147,2,1,1,586,86,1950,21,-37.8683,145.1082,6,2894
3,1,1305000,2,12.2,3147,3,1,1,760,120,1960,21,-37.858,145.1038,6,2894
3,1,855000,2,12.2,3147,3,2,1,320,85,1958,21,-37.87,145.1103,6,2894
3,2,900500,2,12.2,3147,3,2,2,256,134,2012,21,-37.8655,145.1096,6,2894
3,1,1200000,5,12.2,3147,3,2,2,839,198,1970,21,-37.8614,145.1098,6,2894
3,2,830000,2,12.2,3147,2,1,2,212,130,2012,21,-37.8723,145.1089,6,2894
3,1,850000,2,10.5,3034,3,1,1,593,118,1970,22,-37.7677,144.8674,7,4502
3,1,750000,4,10.5,3034,3,1,1,0,103,1980,22,-37.7634,144.8611,7,4502
3,2,851000,2,10.5,3034,3,3,1,557,181,2017,22,-37.77,144.8572,7,4502
4,1,1155000,2,10.5,3034,3,2,2,569,225,2008,22,-37.7654,144.8655,7,4502
3,1,680000,2,10.5,3034,3,1,2,570,120,1970,22,-37.7591,144.8542,7,4502
3,1,627500,4,10.5,3034,3,1,1,550,143,1970,22,-37.7632,144.8622,7,4502
4,1,950000,2,10.5,3034,4,3,3,761,281,1970,22,-37.7524,144.8714,7,4502
3,1,705000,2,10.5,3034,3,1,1,581,106,1960,22,-37.7691,144.8575,7,4502
4,1,1100000,5,10.5,3034,4,3,2,873,395,1992,22,-37.7609,144.8639,7,4502
3,1,892500,2,10.5,3034,3,1,1,586,118,1965,22,-37.7642,144.8603,7,4502
2,1,522500,2,10.5,3034,2,1,1,220,101,1995,22,-37.756,144.8641,7,4502
4,1,680000,1,10.5,3034,4,2,2,554,140,1960,22,-37.7649,144.8633,7,4502
3,1,875000,2,10.5,3034,3,1,3,812,117,1960,22,-37.765,144.8578,7,4502
4,1,762000,2,10.5,3034,4,2,2,589,150,1961,22,-37.7573,144.8534,7,4502
2,3,411000,1,10.5,3034,2,1,1,0,85,1995,22,-37.7608,144.863,7,4502
3,1,805000,2,10.5,3034,3,2,2,593,103,1970,22,-37.7607,144.8581,7,4502
3,1,634000,2,10.5,3034,4,2,1,582,153,1950,22,-37.7584,144.8568,7,4502
4,1,1819000,2,6.6,3183,3,2,1,244,180,1900,25,-37.8668,144.9928,6,2952
2,3,410000,1,6.6,3183,2,1,2,0,61,1965,25,-37.8731,144.9958,6,2952
2,2,1015000,2,6.6,3183,2,1,2,114,120,2000,25,-37.8723,144.9961,6,2952
2,3,502500,2,6.6,3183,2,1,1,0,65,1960,25,-37.8725,144.9952,6,2952
2,3,520000,2,6.6,3183,2,1,0,0,58,1970,25,-37.8742,144.9972,6,2952
2,3,442000,4,6.6,3183,2,1,1,0,61,1960,25,-37.8726,144.9962,6,2952
3,1,1193000,2,6.6,3183,3,1,1,178,100,1920,25,-37.8663,144.9948,6,2952
2,3,416000,2,6.6,3183,2,1,1,0,49,1960,25,-37.8678,144.9966,6,2952
2,3,474000,2,6.6,3183,2,1,1,0,59,1970,25,-37.8667,144.9917,6,2952
2,1,981000,2,6.6,3183,2,1,0,159,84,1930,25,-37.874,144.9933,6,2952
3,1,1690000,2,6.6,3183,3,2,2,339,159,1890,25,-37.872,144.9909,6,2952
2,3,540000,5,6.6,3183,2,1,1,483,51,1970,25,-37.8727,144.9969,6,2952
2,1,2100000,2,9.7,3103,2,1,1,659,123,1920,3,-37.8094,145.0807,6,5682
4,1,1800000,5,9.7,3103,4,2,2,715,218,1985,3,-37.811,145.0958,6,5682
2,2,1255000,2,9.7,3103,2,1,1,208,129,2000,3,-37.8128,145.0975,6,5682
3,3,1070000,3,9.7,3103,3,2,2,206,112,1998,3,-37.8161,145.0812,6,5682
5,1,2570000,1,9.7,3103,5,3,2,715,420,2009,3,-37.8028,145.0768,6,5682
4,1,2400000,5,9.7,3103,4,2,2,744,226,1985,3,-37.8147,145.0748,6,5682
2,3,806000,2,9.7,3103,2,1,1,122,97,1977,3,-37.8124,145.0916,6,5682
